rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,quarter_frequency_min,quarter_frequency_max,quarters,candidate,period,policy_type,rate,rolling,cooldown,history,strong,late,late_weekday,weekly_cap
0.22,358,1.415819209039548,20,0,0.5782122905027933,0.3379032258064516,1.7111771843042094,0.7577492957828366,81.66918734699773,1.7111771843042094,1.7111771843042094,1,1,1.3248587570621468,1.4830508474576272,1.6021385609267098,0.8441926345609065,1.7111771843042094,1.415819209039548,1.415819209039548,1.101123595505618,2.135,4,noon_consensus,screen_2024,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,317,1.2501408450704226,20,0,0.45741324921135645,0.22186234817813766,2.0616984042920627,0.797904782882794,67.80915250860677,2.0616984042920627,2.0616984042920627,1,1,1.2225352112676056,1.2816901408450705,1.8481514084507042,0.7564102564102564,2.0616984042920627,1.2501408450704226,1.2501408450704226,1.0977272727272729,1.4461538461538461,4,noon_consensus,retrospective_2025,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,237,1.4746666666666666,20,0,0.6371308016877637,0.3401273885350318,1.8732122821157098,0.8264464303790147,110.67229412512404,1.8732122821157098,1.8732122821157098,1,1,1.4,1.5244444444444443,1.5302144249512672,0.8448275862068966,1.8732122821157098,1.4746666666666666,1.4746666666666666,1.431111111111111,1.5818181818181818,3,noon_consensus,retrospective_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,554,1.3079258010118044,20,0,0.5342960288808665,0.26782178217821784,1.994968536671627,0.8157751340704552,86.14591164780279,1.8732122821157098,1.9674553432038864,2,2,1.2748735244519394,1.3220910623946038,1.7480096919349255,0.7868852459016393,1.9674553432038864,1.2501408450704226,1.4746666666666666,1.0977272727272729,1.5818181818181818,7,noon_consensus,combined_2025_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,330,1.305084745762712,20,0,0.5636363636363636,0.3379032258064516,1.6680407897591667,0.7328277117084644,85.48320364618897,1.6680407897591667,1.6680407897591667,1,1,1.305084745762712,1.305084745762712,1.5142469470827682,0.8153846153846154,1.6680407897591667,1.305084745762712,1.305084745762712,1.2584269662921348,1.5113636363636365,4,cutoff_1530,screen_2024,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,350,1.380281690140845,20,0,0.44,0.22186234817813766,1.9832116788321168,0.7901288955391662,69.35714929089217,1.9832116788321168,1.9832116788321168,1,1,1.380281690140845,1.380281690140845,1.73943661971831,0.7971014492753623,1.9832116788321168,1.380281690140845,1.380281690140845,1.1931818181818181,1.5384615384615385,4,cutoff_1530,retrospective_2025,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,215,1.3377777777777777,20,0,0.6465116279069767,0.3401273885350318,1.900792613883808,0.8109228811476002,124.30818513371938,1.900792613883808,1.900792613883808,1,1,1.3377777777777777,1.3377777777777777,1.5373317013463894,0.8333333333333334,1.900792613883808,1.3377777777777777,1.3377777777777777,1.2444444444444445,1.5454545454545454,3,cutoff_1530,retrospective_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,565,1.33389544688027,20,0,0.5185840707964602,0.26782178217821784,1.9363028151734742,0.7998197813129968,90.26772045232198,1.900792613883808,1.9420021463579624,2,2,1.33389544688027,1.33389544688027,1.7709039781655775,0.8035714285714286,1.9420021463579624,1.3377777777777777,1.380281690140845,1.1931818181818181,1.5454545454545454,7,cutoff_1530,combined_2025_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,330,1.305084745762712,20,0,0.5636363636363636,0.3379032258064516,1.6680407897591667,0.731185265073445,85.48320364618897,1.6680407897591667,1.6680407897591667,1,1,1.305084745762712,1.305084745762712,1.5142469470827682,0.8153846153846154,1.6680407897591667,1.305084745762712,1.305084745762712,1.2584269662921348,1.5113636363636365,4,selected,screen_2024,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,355,1.4,20,0,0.43380281690140843,0.22186234817813766,1.9552791199753263,0.7899579969162293,65.9061446242459,1.9552791199753263,1.9552791199753263,1,1,1.4,1.4,1.7149375123983337,0.8142857142857143,1.9552791199753263,1.4,1.4,1.2727272727272727,1.5384615384615385,4,selected,retrospective_2025,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,215,1.3377777777777777,20,0,0.6465116279069767,0.3401273885350318,1.900792613883808,0.8103083018813356,124.30818513371938,1.900792613883808,1.900792613883808,1,1,1.3377777777777777,1.3377777777777777,1.5373317013463894,0.8333333333333334,1.900792613883808,1.3377777777777777,1.3377777777777777,1.2444444444444445,1.5454545454545454,3,selected,retrospective_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,570,1.345699831365936,20,0,0.5140350877192983,0.26782178217821784,1.919317702759672,0.7991698942308774,87.93498446553852,1.900792613883808,1.9280358669295672,2,2,1.345699831365936,1.345699831365936,1.7553697327430726,0.8141592920353983,1.9280358669295672,1.3377777777777777,1.4,1.2444444444444445,1.5454545454545454,7,selected,combined_2025_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,330,1.305084745762712,20,0,0.32727272727272727,0.3379032258064516,0.9685398134085486,0.5139898662496112,-1.880011059446749,0.9685398134085486,0.9685398134085486,0,1,1.305084745762712,1.305084745762712,0.8888888888888888,0.7846153846153846,0.9685398134085486,1.305084745762712,1.305084745762712,1.1931818181818181,1.590909090909091,4,matched_stale20,screen_2024,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,330,1.3014084507042254,20,0,0.21818181818181817,0.22186234817813766,0.9834107498341074,0.5094563904691738,-40.167451457649626,0.9834107498341074,0.9834107498341074,0,1,1.3014084507042254,1.3014084507042254,0.8981818181818182,0.8153846153846154,0.9834107498341074,1.3014084507042254,1.3014084507042254,1.2727272727272727,1.435897435897436,4,matched_stale20,retrospective_2025,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,235,1.462222222222222,20,0,0.2978723404255319,0.3401273885350318,0.8757669933859272,0.47303081572744493,2.3580844279879223,0.8757669933859272,0.8757669933859272,0,1,1.462222222222222,1.462222222222222,0.8017021276595745,0.8260869565217391,0.8757669933859272,1.462222222222222,1.462222222222222,1.375,1.5555555555555556,3,matched_stale20,retrospective_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,565,1.33389544688027,20,0,0.2513274336283186,0.26782178217821784,0.9384129684458477,0.49844714480858954,-22.479839186632244,0.8757669933859272,0.9295888716100174,0,2,1.33389544688027,1.33389544688027,0.9106695608615796,0.8125,0.9295888716100174,1.3014084507042254,1.462222222222222,1.2727272727272727,1.5555555555555556,7,matched_stale20,combined_2025_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
