candidate,group,h,n_scope,n_signals,first,last,hit_rate,base_rate,pooled_lift,adjusted_lift,frequency,currency_rate_min,currency_rate_max,symmetric_bps,forward_bps
ap4_w25_stack_local_residual_urgent_cap2,AMD,10,647,182,2024-01-09,2026-08-18,0.35714285714285715,0.23338485316846985,1.5302743614001892,1.5385649787549094,1.3698924731182796,1.3698924731182796,1.3698924731182796,39.06169295033246,58.03155377068005
ap4_w25_stack_local_residual_urgent_cap2,AMD,20,637,180,2024-01-09,2026-08-04,0.25555555555555554,0.1726844583987441,1.4798989898989898,1.4841319976997458,1.3755458515283843,1.3755458515283843,1.3755458515283843,46.85202906239764,57.35747328260967
ap4_w25_stack_local_residual_urgent_cap2,KGS,1,656,179,2024-01-09,2026-08-31,0.7541899441340782,0.4954268292682927,1.5223033949290934,1.5240025400516224,1.3287380699893954,1.3287380699893954,1.3287380699893954,18.652362141197198,45.33336581203475
ap4_w25_stack_local_residual_urgent_cap2,KGS,3,654,178,2024-01-09,2026-08-27,0.5337078651685393,0.3486238532110092,1.5308988764044942,1.5317917249304907,1.326943556975506,1.326943556975506,1.326943556975506,28.34376836788931,51.30988423265624
ap4_w25_stack_local_residual_urgent_cap2,KGS,5,652,178,2024-01-09,2026-08-25,0.48314606741573035,0.2929447852760736,1.649273486675687,1.6516001421814852,1.3297758804695838,1.3297758804695838,1.3297758804695838,31.770336039175852,52.056297326516074
ap4_w25_stack_local_residual_urgent_cap2,KGS,10,647,177,2024-01-09,2026-08-18,0.3389830508474576,0.22565687789799072,1.5022057116322267,1.5015847828165254,1.332258064516129,1.332258064516129,1.332258064516129,36.744350924660814,50.304285282030676
ap4_w25_stack_local_residual_urgent_cap2,KGS,20,637,175,2024-01-09,2026-08-04,0.25142857142857145,0.1664050235478807,1.5109433962264152,1.5031886519520867,1.3373362445414847,1.3373362445414847,1.3373362445414847,44.82920101131718,44.65755819843971
ap4_w25_stack_local_residual_urgent_cap2,KZT,1,656,177,2024-01-09,2026-08-31,0.7344632768361582,0.5137195121951219,1.4296970611410083,1.422623454466029,1.3138918345705195,1.3138918345705195,1.3138918345705195,19.583314430377605,49.9977657779051
ap4_w25_stack_local_residual_urgent_cap2,KZT,3,654,177,2024-01-09,2026-08-27,0.5141242937853108,0.3302752293577982,1.5566541117388575,1.5425047603139395,1.3194888178913737,1.3194888178913737,1.3194888178913737,32.693728810248274,56.3182700644401
ap4_w25_stack_local_residual_urgent_cap2,KZT,5,652,176,2024-01-09,2026-08-25,0.4318181818181818,0.2668711656441718,1.6180773249738767,1.6004465181427447,1.3148345784418356,1.3148345784418356,1.3148345784418356,38.12829653367739,56.039013783765355
ap4_w25_stack_local_residual_urgent_cap2,KZT,10,647,175,2024-01-09,2026-08-18,0.3314285714285714,0.20401854714064915,1.6245021645021644,1.5946920918650167,1.3172043010752688,1.3172043010752688,1.3172043010752688,43.5240419399978,50.235524787559115
ap4_w25_stack_local_residual_urgent_cap2,KZT,20,637,173,2024-01-09,2026-08-04,0.24855491329479767,0.14756671899529042,1.6843561677530439,1.6359816687749649,1.3220524017467248,1.3220524017467248,1.3220524017467248,52.11320667211071,34.61683396109158
ap4_w25_stack_local_residual_urgent_cap2,TJS,1,656,182,2024-01-09,2026-08-31,0.7802197802197802,0.5259146341463414,1.4835483357222488,1.483591343580451,1.3510074231177094,1.3510074231177094,1.3510074231177094,18.20595101546648,47.15169569735709
ap4_w25_stack_local_residual_urgent_cap2,TJS,3,654,181,2024-01-09,2026-08-27,0.5580110497237569,0.37767584097859325,1.4774867470418505,1.477170991539244,1.349307774227902,1.349307774227902,1.349307774227902,28.41373346544871,53.26546712530934
ap4_w25_stack_local_residual_urgent_cap2,TJS,5,652,181,2024-01-09,2026-08-25,0.5027624309392266,0.3205521472392638,1.5684263395807452,1.5687815599249122,1.3521878335112059,1.3521878335112059,1.3521878335112059,31.972805145021642,55.615021327405394
ap4_w25_stack_local_residual_urgent_cap2,TJS,10,647,180,2024-01-09,2026-08-18,0.39444444444444443,0.2550231839258114,1.5467003367003367,1.545997702247702,1.3548387096774193,1.3548387096774193,1.3548387096774193,36.92960557949901,60.33481296053862
ap4_w25_stack_local_residual_urgent_cap2,TJS,20,637,178,2024-01-09,2026-08-04,0.2752808988764045,0.17739403453689168,1.5518047131351298,1.5460901226380785,1.3602620087336244,1.3602620087336244,1.3602620087336244,44.74381620700265,64.03933988484424
ap4_w25_stack_local_residual_urgent_cap2,UZS,1,656,183,2024-01-09,2026-08-31,0.8032786885245902,0.5213414634146342,1.5407918703863484,1.5413852253086944,1.3584305408271473,1.3584305408271473,1.3584305408271473,19.80933150753686,50.09040120608025
ap4_w25_stack_local_residual_urgent_cap2,UZS,3,654,182,2024-01-09,2026-08-27,0.5384615384615384,0.3562691131498471,1.5113898976559919,1.5141640020896328,1.356762513312034,1.356762513312034,1.356762513312034,29.558977678530848,54.45320009925708
ap4_w25_stack_local_residual_urgent_cap2,UZS,5,652,182,2024-01-09,2026-08-25,0.4835164835164835,0.294478527607362,1.6419413919413919,1.644629902978672,1.35965848452508,1.35965848452508,1.35965848452508,33.43317467715602,54.67769680333813
ap4_w25_stack_local_residual_urgent_cap2,UZS,10,647,181,2024-01-09,2026-08-18,0.3425414364640884,0.22256568778979907,1.5390577041129527,1.5404982572475425,1.3623655913978494,1.3623655913978494,1.3623655913978494,38.54360878925046,54.22929726632409
ap4_w25_stack_local_residual_urgent_cap2,UZS,20,637,179,2024-01-09,2026-08-04,0.2569832402234637,0.16483516483516483,1.5590316573556797,1.5517533523893101,1.3679039301310043,1.3679039301310043,1.3679039301310043,44.998116273679145,46.559453502366765
cny_hist50_urgent_cap2,2024,1,1240,337,2024-01-09,2024-12-28,0.8160237388724035,0.5435483870967742,1.5012899646910687,1.5011776100019811,1.3290140845070422,1.3211267605633803,1.3408450704225352,13.243204068346506,43.361952329154136
cny_hist50_urgent_cap2,2024,3,1240,337,2024-01-09,2024-12-28,0.5905044510385756,0.3919354838709677,1.506636870962621,1.5064713064713062,1.3290140845070422,1.3211267605633803,1.3408450704225352,24.21797981513555,52.67442880732538
cny_hist50_urgent_cap2,2024,5,1240,337,2024-01-09,2024-12-28,0.5222551928783383,0.3379032258064516,1.5455762271339846,1.5453901713638294,1.3290140845070422,1.3211267605633803,1.3408450704225352,28.13382601147063,56.357025985626365
cny_hist50_urgent_cap2,2024,10,1240,337,2024-01-09,2024-12-28,0.39762611275964393,0.2693548387096774,1.4762167060537679,1.4759937819231623,1.3290140845070422,1.3211267605633803,1.3408450704225352,33.12193360709014,63.65243108006048
cny_hist50_urgent_cap2,2024,20,1240,337,2024-01-09,2024-12-28,0.29673590504451036,0.18870967741935485,1.5724466763042428,1.5720081135902635,1.3290140845070422,1.3211267605633803,1.3408450704225352,36.599628569061274,77.4249554934334
cny_hist50_urgent_cap2,2025,1,1235,334,2025-01-09,2025-12-30,0.7245508982035929,0.4631578947368421,1.5643712574850301,1.563495592581936,1.313483146067416,1.2780898876404496,1.356741573033708,24.083549729251104,46.5302141981724
cny_hist50_urgent_cap2,2025,3,1235,334,2025-01-09,2025-12-30,0.49700598802395207,0.28421052631578947,1.7487247726768684,1.7477408354646204,1.313483146067416,1.2780898876404496,1.356741573033708,37.80358016696513,49.62193407245108
cny_hist50_urgent_cap2,2025,5,1235,334,2025-01-09,2025-12-30,0.4251497005988024,0.22186234817813766,1.9162769351807334,1.9143106647745878,1.313483146067416,1.2780898876404496,1.356741573033708,39.345321886047,41.691897904736756
cny_hist50_urgent_cap2,2025,10,1235,334,2025-01-09,2025-12-30,0.25748502994011974,0.14736842105263157,1.7472198460222412,1.7448661080992278,1.313483146067416,1.2780898876404496,1.356741573033708,42.323117904841105,18.21943768922799
cny_hist50_urgent_cap2,2025,20,1235,334,2025-01-09,2025-12-30,0.16167664670658682,0.09635627530364373,1.6779046948120564,1.6760492586076903,1.313483146067416,1.2780898876404496,1.356741573033708,44.51672293461566,-26.39540063223926
cny_hist50_urgent_cap2,2026,1,805,242,2026-01-12,2026-08-31,0.7975206611570248,0.55527950310559,1.4362508551038142,1.4367024227852783,1.4603448275862068,1.4181034482758619,1.5086206896551724,22.55657303688123,57.23775720190021
cny_hist50_urgent_cap2,2026,3,795,237,2026-01-12,2026-08-27,0.569620253164557,0.4050314465408805,1.406360562937338,1.4061578774975434,1.455263157894737,1.4122807017543861,1.5043859649122808,27.518828433989277,61.3415057297585
cny_hist50_urgent_cap2,2026,5,785,237,2026-01-12,2026-08-25,0.5063291139240507,0.3401273885350318,1.4886455222111603,1.4881516587677726,1.4681415929203538,1.424778761061947,1.5176991150442478,32.485098373120806,71.46970243697832
cny_hist50_urgent_cap2,2026,10,760,232,2026-01-12,2026-08-18,0.4267241379310345,0.29210526315789476,1.4608574091332711,1.4609708737864076,1.4831050228310503,1.4383561643835616,1.534246575342466,37.49781906889608,91.40312081215507
cny_hist50_urgent_cap2,2026,20,710,220,2026-01-12,2026-08-04,0.35454545454545455,0.24647887323943662,1.4384415584415584,1.4397504224619784,1.502439024390244,1.4341463414634146,1.5707317073170732,66.18057454806072,130.83709682986122
cny_hist50_urgent_cap2,AMD,1,656,180,2024-01-09,2026-08-31,0.7833333333333333,0.524390243902439,1.493798449612403,1.4892564309574776,1.3361611876988335,1.3361611876988335,1.3361611876988335,17.849575361236305,46.080699326532724
cny_hist50_urgent_cap2,AMD,3,654,179,2024-01-09,2026-08-27,0.553072625698324,0.35932721712538224,1.5391893498157616,1.5317886934488432,1.334398296059638,1.334398296059638,1.334398296059638,28.648698332958087,54.66283969326847
cny_hist50_urgent_cap2,AMD,5,652,179,2024-01-09,2026-08-25,0.4972067039106145,0.29754601226993865,1.6710245925243332,1.6612155352300706,1.3372465314834578,1.3372465314834578,1.3372465314834578,32.3895138328212,57.544492278369205
cny_hist50_urgent_cap2,AMD,10,647,178,2024-01-09,2026-08-18,0.3651685393258427,0.23338485316846985,1.5646625492968227,1.5496157329407183,1.3397849462365592,1.3397849462365592,1.3397849462365592,36.60446516378745,59.21739143700072
cny_hist50_urgent_cap2,AMD,20,637,175,2024-01-09,2026-08-04,0.2742857142857143,0.1726844583987441,1.5883636363636364,1.564851126428036,1.3373362445414847,1.3373362445414847,1.3373362445414847,47.2107966937643,63.41849127497337
cny_hist50_urgent_cap2,KGS,1,656,181,2024-01-09,2026-08-31,0.7845303867403315,0.4954268292682927,1.5835444113897152,1.5830676455277806,1.3435843054082715,1.3435843054082715,1.3435843054082715,19.34641857691136,46.14990159564028
cny_hist50_urgent_cap2,KGS,3,654,180,2024-01-09,2026-08-27,0.5722222222222222,0.3486238532110092,1.6413742690058477,1.6366394226001042,1.34185303514377,1.34185303514377,1.34185303514377,29.412689430205102,51.82212313024421
cny_hist50_urgent_cap2,KGS,5,652,180,2024-01-09,2026-08-25,0.5055555555555555,0.2929447852760736,1.7257707969749856,1.7216995426363042,1.3447171824973319,1.3447171824973319,1.3447171824973319,32.15413479917508,52.547909567882584
cny_hist50_urgent_cap2,KGS,10,647,179,2024-01-09,2026-08-18,0.35195530726256985,0.22565687789799072,1.5596923547868677,1.550011828539595,1.3473118279569891,1.3473118279569891,1.3473118279569891,35.96386596323738,50.434661084726436
cny_hist50_urgent_cap2,KGS,20,637,177,2024-01-09,2026-08-04,0.2598870056497175,0.1664050235478807,1.5617737981025477,1.5414298185865674,1.3526200873362444,1.3526200873362444,1.3526200873362444,45.41454912972354,46.46490877309847
cny_hist50_urgent_cap2,KZT,1,656,183,2024-01-09,2026-08-31,0.7595628415300546,0.5137195121951219,1.4785555609605812,1.4753890634335867,1.3584305408271473,1.3584305408271473,1.3584305408271473,23.20424178814712,52.20404301855487
cny_hist50_urgent_cap2,KZT,3,654,182,2024-01-09,2026-08-27,0.532967032967033,0.3302752293577982,1.6137057387057385,1.6101113169030443,1.356762513312034,1.356762513312034,1.356762513312034,35.99574054108991,56.50388695749697
cny_hist50_urgent_cap2,KZT,5,652,182,2024-01-09,2026-08-25,0.43956043956043955,0.2668711656441718,1.6470885436402676,1.6403844700779653,1.35965848452508,1.35965848452508,1.35965848452508,40.78216425419447,55.948929135513524
cny_hist50_urgent_cap2,KZT,10,647,181,2024-01-09,2026-08-18,0.3370165745856354,0.20401854714064915,1.651891846643228,1.6387243563936114,1.3623655913978494,1.3623655913978494,1.3623655913978494,46.12633342835402,49.323120890517416
cny_hist50_urgent_cap2,KZT,20,637,179,2024-01-09,2026-08-04,0.24022346368715083,0.14756671899529042,1.6278973017948413,1.6043871336802487,1.3679039301310043,1.3679039301310043,1.3679039301310043,53.239602350752,35.26660513302336
cny_hist50_urgent_cap2,TJS,1,656,185,2024-01-09,2026-08-31,0.7783783783783784,0.5259146341463414,1.4800470035252646,1.4803072439996423,1.3732767762460232,1.3732767762460232,1.3732767762460232,18.60378264110949,47.93699040362424
cny_hist50_urgent_cap2,TJS,3,654,184,2024-01-09,2026-08-27,0.5652173913043478,0.37767584097859325,1.4965675057208239,1.4952929810703006,1.3716719914802982,1.3716719914802982,1.3716719914802982,27.85980097911144,53.17612138963699
cny_hist50_urgent_cap2,TJS,5,652,184,2024-01-09,2026-08-25,0.5,0.3205521472392638,1.5598086124401915,1.5612842825994973,1.374599786552828,1.374599786552828,1.374599786552828,30.452308044381503,55.55618368551394
cny_hist50_urgent_cap2,TJS,10,647,183,2024-01-09,2026-08-18,0.3879781420765027,0.2550231839258114,1.521344593475741,1.5200292180501844,1.3774193548387097,1.3774193548387097,1.3774193548387097,34.725073078020955,59.66906139651558
cny_hist50_urgent_cap2,TJS,20,637,181,2024-01-09,2026-08-04,0.281767955801105,0.17739403453689168,1.588373343763751,1.5750169428946799,1.3831877729257642,1.3831877729257642,1.3831877729257642,44.20932844914123,66.0978068338276
cny_hist50_urgent_cap2,UZS,1,656,184,2024-01-09,2026-08-31,0.782608695652174,0.5213414634146342,1.5011441647597255,1.4931660735059575,1.3658536585365852,1.3658536585365852,1.3658536585365852,19.363340718740375,48.56666062674764
cny_hist50_urgent_cap2,UZS,3,654,183,2024-01-09,2026-08-27,0.5300546448087432,0.3562691131498471,1.4877928656863435,1.475895967065052,1.3642172523961662,1.3642172523961662,1.3642172523961662,28.469880080061262,52.908202818160724
cny_hist50_urgent_cap2,UZS,5,652,183,2024-01-09,2026-08-25,0.46994535519125685,0.294478527607362,1.595856102003643,1.575746792116466,1.367129135538954,1.367129135538954,1.367129135538954,31.204149594966307,52.959564994847256
cny_hist50_urgent_cap2,UZS,10,647,182,2024-01-09,2026-08-18,0.3241758241758242,0.22256568778979907,1.4565399877899878,1.428140593906038,1.3698924731182796,1.3698924731182796,1.3698924731182796,34.83970054619026,51.2431998016722
cny_hist50_urgent_cap2,UZS,20,637,179,2024-01-09,2026-08-04,0.24581005586592178,0.16483516483516483,1.4912476722532588,1.4517044023531231,1.3679039301310043,1.3679039301310043,1.3679039301310043,44.303602240556664,47.270152575395926
cny50_hazard_hist_h5_urgent_cap2,2024,1,1240,328,2024-01-09,2024-12-28,0.7987804878048781,0.5435483870967742,1.469566476080191,1.4695465339816807,1.2935211267605635,1.2619718309859154,1.3211267605633803,15.994569243778033,43.097004220464854
cny50_hazard_hist_h5_urgent_cap2,2024,3,1240,328,2024-01-09,2024-12-28,0.5914634146341463,0.3919354838709677,1.509083609354612,1.5092066877881989,1.2935211267605635,1.2619718309859154,1.3211267605633803,29.105837150043758,55.4788858887265
cny50_hazard_hist_h5_urgent_cap2,2024,5,1240,328,2024-01-09,2024-12-28,0.5304878048780488,0.3379032258064516,1.5699400430758486,1.5701342648182515,1.2935211267605635,1.2619718309859154,1.3211267605633803,34.13113770984143,60.17168691054811
cny50_hazard_hist_h5_urgent_cap2,2024,10,1240,328,2024-01-09,2024-12-28,0.4115853658536585,0.2693548387096774,1.5280414780195706,1.5278601743257427,1.2935211267605635,1.2619718309859154,1.3211267605633803,40.905642442716605,70.4363604913832
cny50_hazard_hist_h5_urgent_cap2,2024,20,1240,328,2024-01-09,2024-12-28,0.29573170731707316,0.18870967741935485,1.5671252866374816,1.566655812438945,1.2935211267605635,1.2619718309859154,1.3211267605633803,44.09844851383282,82.05153810653309
cny50_hazard_hist_h5_urgent_cap2,2025,1,1235,342,2025-01-09,2025-12-30,0.6929824561403509,0.4631578947368421,1.4962121212121213,1.4952108502975656,1.3449438202247193,1.2977528089887642,1.3960674157303372,24.409296690537932,42.71779686808003
cny50_hazard_hist_h5_urgent_cap2,2025,3,1235,342,2025-01-09,2025-12-30,0.4649122807017544,0.28421052631578947,1.6358024691358024,1.6327693011266786,1.3449438202247193,1.2977528089887642,1.3960674157303372,38.09289808208202,48.76601124203089
cny50_hazard_hist_h5_urgent_cap2,2025,5,1235,342,2025-01-09,2025-12-30,0.4064327485380117,0.22186234817813766,1.8319140308191402,1.8268064275832714,1.3449438202247193,1.2977528089887642,1.3960674157303372,40.33047109234218,41.28545007940025
cny50_hazard_hist_h5_urgent_cap2,2025,10,1235,342,2025-01-09,2025-12-30,0.25146198830409355,0.14736842105263157,1.7063492063492065,1.7000400160064024,1.3449438202247193,1.2977528089887642,1.3960674157303372,44.904278446556766,17.98716124674668
cny50_hazard_hist_h5_urgent_cap2,2025,20,1235,342,2025-01-09,2025-12-30,0.15789473684210525,0.09635627530364373,1.638655462184874,1.6295662797800854,1.3449438202247193,1.2977528089887642,1.3960674157303372,47.625507969727025,-24.988940102014055
cny50_hazard_hist_h5_urgent_cap2,2026,1,805,238,2026-01-12,2026-08-31,0.8151260504201681,0.55527950310559,1.4679563100407949,1.4674873144145837,1.436206896551724,1.3879310344827585,1.4784482758620687,23.536326251507283,58.27596469494878
cny50_hazard_hist_h5_urgent_cap2,2026,3,795,233,2026-01-12,2026-08-27,0.575107296137339,0.4050314465408805,1.4199077653080263,1.4195482710373775,1.430701754385965,1.3815789473684212,1.473684210526316,30.194895596703294,64.17217868026553
cny50_hazard_hist_h5_urgent_cap2,2026,5,785,233,2026-01-12,2026-08-25,0.51931330472103,0.3401273885350318,1.526820015752841,1.5256183745583036,1.443362831858407,1.3938053097345133,1.4867256637168142,34.646897282409874,73.09653970786052
cny50_hazard_hist_h5_urgent_cap2,2026,10,760,228,2026-01-12,2026-08-18,0.44298245614035087,0.29210526315789476,1.5165165165165164,1.5154985192497532,1.4575342465753427,1.406392694063927,1.5022831050228311,41.04159629758233,94.45715894226018
cny50_hazard_hist_h5_urgent_cap2,2026,20,710,218,2026-01-12,2026-08-04,0.37155963302752293,0.24647887323943662,1.5074705111402358,1.5056944626259983,1.488780487804878,1.4341463414634146,1.5365853658536586,68.28353752114324,135.98060093131326
cny50_hazard_hist_h5_urgent_cap2,AMD,1,656,183,2024-01-09,2026-08-31,0.7377049180327869,0.524390243902439,1.4067861227601983,1.4052623710359726,1.3584305408271473,1.3584305408271473,1.3584305408271473,18.691073336244926,42.24184453517692
cny50_hazard_hist_h5_urgent_cap2,AMD,3,654,182,2024-01-09,2026-08-27,0.521978021978022,0.35932721712538224,1.4526537292494741,1.450918089854025,1.356762513312034,1.356762513312034,1.356762513312034,30.104573396848856,51.773994734012064
cny50_hazard_hist_h5_urgent_cap2,AMD,5,652,182,2024-01-09,2026-08-25,0.46703296703296704,0.29754601226993865,1.56961595105925,1.568049590078056,1.35965848452508,1.35965848452508,1.35965848452508,34.583840249126524,54.461387824502495
cny50_hazard_hist_h5_urgent_cap2,AMD,10,647,181,2024-01-09,2026-08-18,0.34806629834254144,0.23338485316846985,1.491383410778969,1.4867010354554302,1.3623655913978494,1.3623655913978494,1.3623655913978494,40.58965474217702,56.419253851384546
cny50_hazard_hist_h5_urgent_cap2,AMD,20,637,179,2024-01-09,2026-08-04,0.25139664804469275,0.1726844583987441,1.4558151345860844,1.4413699254120054,1.3679039301310043,1.3679039301310043,1.3679039301310043,48.255819773464935,56.620709560035515
cny50_hazard_hist_h5_urgent_cap2,KGS,1,656,181,2024-01-09,2026-08-31,0.7734806629834254,0.4954268292682927,1.5612409689757756,1.5654959389724206,1.3435843054082715,1.3435843054082715,1.3435843054082715,21.204461340246297,46.937723679295324
cny50_hazard_hist_h5_urgent_cap2,KGS,3,654,180,2024-01-09,2026-08-27,0.5555555555555556,0.3486238532110092,1.5935672514619883,1.597103575465398,1.34185303514377,1.34185303514377,1.34185303514377,32.68435663099136,56.03805268277895
cny50_hazard_hist_h5_urgent_cap2,KGS,5,652,180,2024-01-09,2026-08-25,0.5,0.2929447852760736,1.7068062827225132,1.7139720104669316,1.3447171824973319,1.3447171824973319,1.3447171824973319,35.5672533295117,55.72666498381805
cny50_hazard_hist_h5_urgent_cap2,KGS,10,647,179,2024-01-09,2026-08-18,0.3575418994413408,0.22565687789799072,1.5844493762914214,1.5871697987933022,1.3473118279569891,1.3473118279569891,1.3473118279569891,41.476400115482214,54.237387338919724
cny50_hazard_hist_h5_urgent_cap2,KGS,20,637,177,2024-01-09,2026-08-04,0.2542372881355932,0.1664050235478807,1.5278221937959704,1.5202083640086521,1.3526200873362444,1.3526200873362444,1.3526200873362444,50.058770865481726,48.212355533748536
cny50_hazard_hist_h5_urgent_cap2,KZT,1,656,179,2024-01-09,2026-08-31,0.7374301675977654,0.5137195121951219,1.4354723737214663,1.429938781875265,1.3287380699893954,1.3287380699893954,1.3287380699893954,22.72752702961248,49.9094343977479
cny50_hazard_hist_h5_urgent_cap2,KZT,3,654,178,2024-01-09,2026-08-27,0.5224719101123596,0.3302752293577982,1.5819288389513109,1.5733914798437514,1.326943556975506,1.326943556975506,1.326943556975506,35.1233423265451,54.796601253223365
cny50_hazard_hist_h5_urgent_cap2,KZT,5,652,178,2024-01-09,2026-08-25,0.43820224719101125,0.2668711656441718,1.6419992251065478,1.6286778943120257,1.3297758804695838,1.3297758804695838,1.3297758804695838,39.45219366682931,54.075237797056126
cny50_hazard_hist_h5_urgent_cap2,KZT,10,647,177,2024-01-09,2026-08-18,0.3502824858757062,0.20401854714064915,1.716914911830166,1.6926124646970553,1.332258064516129,1.332258064516129,1.332258064516129,46.421554002966396,50.14655159913609
cny50_hazard_hist_h5_urgent_cap2,KZT,20,637,175,2024-01-09,2026-08-04,0.2571428571428571,0.14756671899529042,1.7425531914893615,1.7026324387467744,1.3373362445414847,1.3373362445414847,1.3373362445414847,56.84333876825952,39.89907568380426
cny50_hazard_hist_h5_urgent_cap2,TJS,1,656,183,2024-01-09,2026-08-31,0.7759562841530054,0.5259146341463414,1.47544151421557,1.4772741035881318,1.3584305408271473,1.3584305408271473,1.3584305408271473,20.31319372175393,45.92956846942848
cny50_hazard_hist_h5_urgent_cap2,TJS,3,654,182,2024-01-09,2026-08-27,0.5714285714285714,0.37767584097859325,1.5130133024869867,1.5167531098164628,1.356762513312034,1.356762513312034,1.356762513312034,31.64564541513552,55.22994628676193
cny50_hazard_hist_h5_urgent_cap2,TJS,5,652,182,2024-01-09,2026-08-25,0.5164835164835165,0.3205521472392638,1.6112308743887693,1.616245762024966,1.35965848452508,1.35965848452508,1.35965848452508,35.45396986138309,59.33171440840241
cny50_hazard_hist_h5_urgent_cap2,TJS,10,647,181,2024-01-09,2026-08-18,0.39226519337016574,0.2550231839258114,1.5381550309727106,1.5449641322796694,1.3623655913978494,1.3623655913978494,1.3623655913978494,40.4800485167914,64.0317393198413
