candidate,h,mean_bps,ci_lo,ci_hi
ap26_core_ap23_calendar_fallback_cap2,1,21.747590759782913,15.825249565924212,28.074093222165644
ap26_core_ap23_calendar_fallback_cap2,3,42.264123920497646,30.943796383221436,55.66011237069102
ap26_core_ap23_calendar_fallback_cap2,5,56.57858210066582,41.130644936454594,72.5231574643955
ap26_core_ap23_calendar_fallback_cap2,10,86.9552014228919,61.85834502066974,112.87616435223009
ap26_core_ap23_calendar_fallback_cap2,20,126.64901838387941,74.85264820332148,173.27116299773988
ap26_core_ap23_deficit_decision_cap2,1,21.747590759782913,15.825249565924212,28.074093222165644
ap26_core_ap23_deficit_decision_cap2,3,42.264123920497646,30.943796383221436,55.66011237069102
ap26_core_ap23_deficit_decision_cap2,5,56.57858210066582,41.130644936454594,72.5231574643955
ap26_core_ap23_deficit_decision_cap2,10,86.9552014228919,61.85834502066974,112.87616435223009
ap26_core_ap23_deficit_decision_cap2,20,126.64901838387941,74.85264820332148,173.27116299773988
soft730_pace_competence_dual_month24_cap2,1,20.91232583072836,15.06930885519897,27.918370989729368
soft730_pace_competence_dual_month24_cap2,3,41.8246885727115,30.53792934616301,55.228984714215734
soft730_pace_competence_dual_month24_cap2,5,56.59653687120266,40.01596585610265,73.05402300913948
soft730_pace_competence_dual_month24_cap2,10,88.4664149013834,62.37670175246914,114.66154130679699
soft730_pace_competence_dual_month24_cap2,20,130.37878993810335,75.86406907846056,179.79528249045737
y20_shrink200_coldstart_dual_month24_cap2,1,21.747590759782913,15.825249565924212,28.074093222165644
y20_shrink200_coldstart_dual_month24_cap2,3,42.264123920497646,30.943796383221436,55.66011237069102
y20_shrink200_coldstart_dual_month24_cap2,5,56.57858210066582,41.130644936454594,72.5231574643955
y20_shrink200_coldstart_dual_month24_cap2,10,86.9552014228919,61.85834502066974,112.87616435223009
y20_shrink200_coldstart_dual_month24_cap2,20,126.64901838387941,74.85264820332148,173.27116299773988
s200_cat95_r60_backstop_month24_cap2,1,21.747590759782913,15.825249565924212,28.074093222165644
s200_cat95_r60_backstop_month24_cap2,3,42.264123920497646,30.943796383221436,55.66011237069102
s200_cat95_r60_backstop_month24_cap2,5,56.57858210066582,41.130644936454594,72.5231574643955
s200_cat95_r60_backstop_month24_cap2,10,86.9552014228919,61.85834502066974,112.87616435223009
s200_cat95_r60_backstop_month24_cap2,20,126.64901838387941,74.85264820332148,173.27116299773988
roll_cat_dual_pace_month24_cap2,1,21.747590759782913,15.825249565924212,28.074093222165644
roll_cat_dual_pace_month24_cap2,3,42.264123920497646,30.943796383221436,55.66011237069102
roll_cat_dual_pace_month24_cap2,5,56.57858210066582,41.130644936454594,72.5231574643955
roll_cat_dual_pace_month24_cap2,10,86.9552014228919,61.85834502066974,112.87616435223009
roll_cat_dual_pace_month24_cap2,20,126.64901838387941,74.85264820332148,173.27116299773988
s200_comp95_r60_backstop_month24_cap2,1,21.747590759782913,15.825249565924212,28.074093222165644
s200_comp95_r60_backstop_month24_cap2,3,42.264123920497646,30.943796383221436,55.66011237069102
s200_comp95_r60_backstop_month24_cap2,5,56.57858210066582,41.130644936454594,72.5231574643955
s200_comp95_r60_backstop_month24_cap2,10,86.9552014228919,61.85834502066974,112.87616435223009
s200_comp95_r60_backstop_month24_cap2,20,126.64901838387941,74.85264820332148,173.27116299773988
cat_factor_y3_y20_dual_month24_cap2,1,20.93302088061454,15.566915692047951,27.732540700614624
cat_factor_y3_y20_dual_month24_cap2,3,40.999233961605945,30.156174930452664,54.34089238599587
cat_factor_y3_y20_dual_month24_cap2,5,55.45565940334717,38.64770040020928,72.01319844156252
cat_factor_y3_y20_dual_month24_cap2,10,87.81636170401518,62.44304427049951,114.2614072948272
cat_factor_y3_y20_dual_month24_cap2,20,131.2178300119383,76.79901803530521,180.0421654717978
known_next_not_lower_cd3,1,24.485525249064096,20.827967431118015,28.182810502563452
known_next_not_lower_cd3,3,40.69317390950933,30.50788672133077,52.03957241167192
known_next_not_lower_cd3,5,44.988597856323615,29.286983444523486,60.28813026274993
known_next_not_lower_cd3,10,49.41080114369546,19.498570058921114,78.3618748937687
known_next_not_lower_cd3,20,50.92757462100883,-10.206092906394302,105.24916922980792
