currency,date,decision_at,cny_announced_price,cny_announced_effective_date,cny_source_received_at,local_source_term,cny_basis_last_z,cny_last_missing,cny_basis_mean_z,cny_mean_missing,cny_basis_post_z,cny_post_missing,cny_n,cny_age,cny_quality,cny_range,cny_late_z,cny_max_source,local_basis_last_z,local_last_missing,local_basis_mean_z,local_mean_missing,local_basis_post_z,local_post_missing,local_n,local_age,local_quality,local_range,local_late_z,local_max_source
AMD,2022-01-10,2022-01-10T18:10:00+03:00,11.7907,2022-01-11,2022-01-10T18:00:00+03:00,TOD,-0.24170055932703438,0.0,-0.44635755216395834,0.0,-0.3283249576805325,0.0,45.0,20.016666666666666,0.8463641661483698,70.76893796505281,0.1600722661343004,2022-01-10T18:10:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
KGS,2022-01-10,2022-01-10T18:10:00+03:00,11.7907,2022-01-11,2022-01-10T18:00:00+03:00,TOD,-0.24170055932703438,0.0,-0.44635755216395834,0.0,-0.3283249576805325,0.0,45.0,20.016666666666666,0.8463641661483698,70.76893796505281,0.1600722661343004,2022-01-10T18:10:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
KZT,2022-01-10,2022-01-10T18:10:00+03:00,11.7907,2022-01-11,2022-01-10T18:00:00+03:00,TOM,-0.24170055932703438,0.0,-0.44635755216395834,0.0,-0.3283249576805325,0.0,45.0,20.016666666666666,0.8463641661483698,70.76893796505281,0.1600722661343004,2022-01-10T18:10:00,-0.8807365664262778,0.0,-0.8807365664262778,0.0,-0.8807365664262778,0.0,1.0,126.38333333333334,0.014534236499103879,0.0,0.0,2022-01-10T16:30:00
TJS,2022-01-10,2022-01-10T18:10:00+03:00,11.7907,2022-01-11,2022-01-10T18:00:00+03:00,TOD,-0.24170055932703438,0.0,-0.44635755216395834,0.0,-0.3283249576805325,0.0,45.0,20.016666666666666,0.8463641661483698,70.76893796505281,0.1600722661343004,2022-01-10T18:10:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
UZS,2022-01-10,2022-01-10T18:10:00+03:00,11.7907,2022-01-11,2022-01-10T18:00:00+03:00,TOD,-0.24170055932703438,0.0,-0.44635755216395834,0.0,-0.3283249576805325,0.0,45.0,20.016666666666666,0.8463641661483698,70.76893796505281,0.1600722661343004,2022-01-10T18:10:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
AMD,2022-01-11,2022-01-11T18:10:00+03:00,11.7446,2022-01-12,2022-01-11T18:00:00+03:00,TOD,0.053611761119616366,0.0,-0.1216796335994268,0.0,-0.09063809143411503,0.0,46.0,20.016666666666666,0.8463641661483698,29.74810088543338,0.135843064890845,2022-01-11T18:10:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
KGS,2022-01-11,2022-01-11T18:10:00+03:00,11.7446,2022-01-12,2022-01-11T18:00:00+03:00,TOD,0.053611761119616366,0.0,-0.1216796335994268,0.0,-0.09063809143411503,0.0,46.0,20.016666666666666,0.8463641661483698,29.74810088543338,0.135843064890845,2022-01-11T18:10:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
KZT,2022-01-11,2022-01-11T18:10:00+03:00,11.7446,2022-01-12,2022-01-11T18:00:00+03:00,TOM,0.053611761119616366,0.0,-0.1216796335994268,0.0,-0.09063809143411503,0.0,46.0,20.016666666666666,0.8463641661483698,29.74810088543338,0.135843064890845,2022-01-11T18:10:00,0.1491968985119278,0.0,-0.3774598744498558,0.0,0.1491968985119278,0.0,2.0,123.41666666666667,0.029796067060677795,58.30920310793144,1.0533135459235472,2022-01-11T16:30:00
TJS,2022-01-11,2022-01-11T18:10:00+03:00,11.7446,2022-01-12,2022-01-11T18:00:00+03:00,TOD,0.053611761119616366,0.0,-0.1216796335994268,0.0,-0.09063809143411503,0.0,46.0,20.016666666666666,0.8463641661483698,29.74810088543338,0.135843064890845,2022-01-11T18:10:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
UZS,2022-01-11,2022-01-11T18:10:00+03:00,11.7446,2022-01-12,2022-01-11T18:00:00+03:00,TOD,0.053611761119616366,0.0,-0.1216796335994268,0.0,-0.09063809143411503,0.0,46.0,20.016666666666666,0.8463641661483698,29.74810088543338,0.135843064890845,2022-01-11T18:10:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
AMD,2022-01-12,2022-01-12T18:10:00+03:00,11.7088,2022-01-13,2022-01-12T18:00:00+03:00,TOD,0.3365964383003098,0.0,-0.11999102521961431,0.0,-0.08763345821783673,0.0,45.0,20.916666666666668,0.8400401794958635,40.07336471661611,0.29218015888934457,2022-01-12T18:10:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,720.0,0.0,0.0,0.0,
