candidate,group,h,n_scope,n_signals,first,last,hit_rate,base_rate,pooled_lift,adjusted_lift,frequency,currency_rate_min,currency_rate_max,symmetric_bps,forward_bps
cny_cbr_w25_r25,2024,1,1240,278,2024-01-09,2024-12-28,0.8561151079136691,0.5435483870967742,1.5750485664880558,1.575107410669015,1.096338028169014,1.064788732394366,1.143661971830986,-4.263441869803982,60.35616013870564
cny_cbr_w25_r25,2024,3,1240,278,2024-01-09,2024-12-28,0.60431654676259,0.3919354838709677,1.5418776090238921,1.5414554737504162,1.096338028169014,1.064788732394366,1.143661971830986,-0.9106319709594745,70.72039936799901
cny_cbr_w25_r25,2024,5,1240,278,2024-01-09,2024-12-28,0.5575539568345323,0.3379032258064516,1.6500403495819096,1.6495022313765877,1.096338028169014,1.064788732394366,1.143661971830986,3.290249027788035,72.94955659140763
cny_cbr_w25_r25,2024,10,1240,278,2024-01-09,2024-12-28,0.4172661870503597,0.2693548387096774,1.5491319519234912,1.5481648907544934,1.096338028169014,1.064788732394366,1.143661971830986,3.6535887382143044,71.45943879773425
cny_cbr_w25_r25,2024,20,1240,278,2024-01-09,2024-12-28,0.32014388489208634,0.18870967741935485,1.696488962676013,1.6978461538461538,1.096338028169014,1.064788732394366,1.143661971830986,1.1534621919237658,78.26449741596784
cny_cbr_w25_r25,2025,1,1235,276,2025-01-09,2025-12-30,0.7572463768115942,0.4631578947368421,1.6349637681159421,1.6357097591888465,1.0853932584269663,1.0617977528089888,1.1404494382022472,3.1179614398392466,62.57337538645847
cny_cbr_w25_r25,2025,3,1235,276,2025-01-09,2025-12-30,0.5217391304347826,0.28421052631578947,1.8357487922705313,1.837190082644628,1.0853932584269663,1.0617977528089888,1.1404494382022472,7.707096970527407,52.031857959887866
cny_cbr_w25_r25,2025,5,1235,276,2025-01-09,2025-12-30,0.37318840579710144,0.22186234817813766,1.6820718290489791,1.6852808691043983,1.0853932584269663,1.0617977528089888,1.1404494382022472,7.491750964787628,38.017009402208046
cny_cbr_w25_r25,2025,10,1235,276,2025-01-09,2025-12-30,0.2318840579710145,0.14736842105263157,1.5734989648033129,1.57811720075871,1.0853932584269663,1.0617977528089888,1.1404494382022472,10.856186144783209,12.367695634061578
cny_cbr_w25_r25,2025,20,1235,276,2025-01-09,2025-12-30,0.12318840579710146,0.09635627530364373,1.2784679089026916,1.281354897772353,1.0853932584269663,1.0617977528089888,1.1404494382022472,21.61150063440933,-35.19410312141577
cny_cbr_w25_r25,2026,1,805,294,2026-01-12,2026-08-31,0.8163265306122449,0.55527950310559,1.4701182486417386,1.4706554007764332,1.7741379310344825,1.7198275862068964,1.8405172413793103,4.360117509815566,65.83660064285367
cny_cbr_w25_r25,2026,3,795,289,2026-01-12,2026-08-27,0.6539792387543253,0.4050314465408805,1.6146381826387843,1.6152977854224897,1.774561403508772,1.719298245614035,1.842105263157895,5.423199799193101,85.68007932007481
cny_cbr_w25_r25,2026,5,785,284,2026-01-12,2026-08-25,0.5563380281690141,0.3401273885350318,1.6356754760774386,1.6375759176128863,1.75929203539823,1.7035398230088497,1.8274336283185841,7.581077118665069,101.74803345120816
cny_cbr_w25_r25,2026,10,760,279,2026-01-12,2026-08-18,0.4551971326164875,0.29210526315789476,1.5583325260744616,1.5602974458454575,1.783561643835616,1.726027397260274,1.8538812785388128,9.032474674184929,135.766117844181
cny_cbr_w25_r25,2026,20,710,246,2026-01-12,2026-08-04,0.37398373983739835,0.24647887323943662,1.5173054587688732,1.520130323481499,1.6800000000000002,1.5707317073170732,1.775609756097561,28.354692529965725,160.88633125520687
cny_cbr_w25_r25,AMD,1,656,170,2024-01-09,2026-08-31,0.8176470588235294,0.524390243902439,1.5592339261285908,1.5422338187162348,1.2619300106044538,1.2619300106044538,1.2619300106044538,2.2053774383475964,64.84044660447077
cny_cbr_w25_r25,AMD,3,654,169,2024-01-09,2026-08-27,0.6153846153846154,0.35932721712538224,1.7126022913256957,1.6847582865387711,1.2598509052183173,1.2598509052183173,1.2598509052183173,7.133996224852205,76.08067378584501
cny_cbr_w25_r25,AMD,5,652,168,2024-01-09,2026-08-25,0.5178571428571429,0.29754601226993865,1.7404270986745214,1.7150635557810814,1.255069370330843,1.255069370330843,1.255069370330843,9.363083002294019,78.5038392308675
